id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context,branding
97251759,False,Стажировка разработчиков Python удаленно,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-17T17:42:54+0300,2024-04-17T17:42:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97251759,,,https://api.hh.ru/vacancies/97251759?host=hh.ru,https://hh.ru/vacancy/97251759,[],"{'id': '760', 'name': 'САТЕЛ, Группа компаний', 'url': 'https://api.hh.ru/employers/760', 'alternate_url': 'https://hh.ru/employer/760', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/908880.jpg', '240': 'https://img.hhcdn.ru/employer-logo/4076208.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/4076207.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=760', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знания <highlighttext>Python</highlighttext>. - базы данных ( postgres будет плюсом). - умение работать в Linux. - умение учиться и разбираться с технологиями самому, посредством открытых...', 'responsibility': 'Онлайн-стажировка по BACKEND в VizorLabs. 1. Написание простого сервиса на FastAPI с БД postgres + написание тестов для него. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'probation', 'name': 'Стажировка'}",,False,,
95695925,False,Junior Blockchain Developer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 250000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-04-18T13:00:21+0300,2024-04-18T13:00:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95695925,,,https://api.hh.ru/vacancies/95695925?host=hh.ru,https://hh.ru/vacancy/95695925,[],"{'id': '6076281', 'name': 'SHiFT AM', 'url': 'https://api.hh.ru/employers/6076281', 'alternate_url': 'https://hh.ru/employer/6076281', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/946532.png', '240': 'https://img.hhcdn.ru/employer-logo/4226665.png', '90': 'https://img.hhcdn.ru/employer-logo/4226664.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6076281', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Cтэк: <highlighttext>python</highlighttext> / typescript / solidity / redis / PostgreSQL / mogo db / hardhat / fatsapi / asyncio / hardhat. Понимание технологических рисков DeFi, желателен опыт аудита и...', 'responsibility': 'Развивать dApp shift.tech как в ончейн части, так и на стороне backend. Участвовать в <highlighttext>разработке</highlighttext> наших финансовых продуктов: смарт-контракты...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
95608035,False,Junior/Junior+ computer vision,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Осенний бульвар', 'building': '23', 'lat': 55.763594, 'lng': 37.405893, 'description': None, 'raw': 'Москва, Осенний бульвар, 23', 'metro': {'station_name': 'Крылатское', 'line_name': 'Арбатско-Покровская', 'station_id': '3.65', 'line_id': '3', 'lat': 55.756842, 'lng': 37.408139}, 'metro_stations': [{'station_name': 'Крылатское', 'line_name': 'Арбатско-Покровская', 'station_id': '3.65', 'line_id': '3', 'lat': 55.756842, 'lng': 37.408139}], 'id': '15408680'}",,,2024-04-17T12:00:36+0300,2024-04-17T12:00:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95608035,,,https://api.hh.ru/vacancies/95608035?host=hh.ru,https://hh.ru/vacancy/95608035,[],"{'id': '5587967', 'name': 'Нейрометрика', 'url': 'https://api.hh.ru/employers/5587967', 'alternate_url': 'https://hh.ru/employer/5587967', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3973900.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/3973899.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/883298.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5587967', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Уверенное владение <highlighttext>Python</highlighttext>, опыт написания промышленного кода (понимать, как настраивается окружение и зачем это нужно). Знание методов классического машинного зрения...', 'responsibility': 'Поддержание и создание пайплайнов для сбора данных для разметки. Постановка гипотез и проведение экспериментов, доведение результатов до прототипов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
95090779,False,Junior Backend Developer (Python и SQL),,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 50000, 'to': 70000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-04-16T04:43:07+0300,2024-04-16T04:43:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95090779,,,https://api.hh.ru/vacancies/95090779?host=hh.ru,https://hh.ru/vacancy/95090779,[],"{'id': '5557093', 'name': 'e-Comet', 'url': 'https://api.hh.ru/employers/5557093', 'alternate_url': 'https://hh.ru/employer/5557093', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/867358.png', '90': 'https://img.hhcdn.ru/employer-logo/3910307.png', '240': 'https://img.hhcdn.ru/employer-logo/3910308.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5557093', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование (можно неоконченное/неполное) технического ВУЗа последнего или предпоследнего курса. Логичный и структурированный подход к решению задач, способность аргументированно...', 'responsibility': 'Желание расти с проектом и учиться новым технологиям, расширять компетенции. Написание качественного кода и тестов к нему.'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
97153831,False,Junior Data Scientist (Personalization),,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-16T20:33:53+0300,2024-04-16T20:33:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97153831,True,,https://api.hh.ru/vacancies/97153831?host=hh.ru,https://hh.ru/vacancy/97153831,[],"{'id': '9418714', 'name': 'Lamoda Tech', 'url': 'https://api.hh.ru/employers/9418714', 'alternate_url': 'https://hh.ru/employer/9418714', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1072130.png', '240': 'https://img.hhcdn.ru/employer-logo/5909150.png', '90': 'https://img.hhcdn.ru/employer-logo/5909149.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9418714', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы в пет-проектах или в коммерческих проектах от полугода до года. Владение <highlighttext>Python</highlighttext>: Опыт работы как минимум с...', 'responsibility': 'Код с логикой ML-пайплайнов упаковываем в Docker и выкатываем, используя CI/CD-инструменты с запуском code style проверок и...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,"{'type': 'MAKEUP', 'tariff': None}"
96733872,False,Разработчик Python,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Сходненская улица', 'building': '56', 'lat': 55.850408, 'lng': 37.44409, 'description': None, 'raw': 'Москва, Сходненская улица, 56', 'metro': {'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, 'metro_stations': [{'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}], 'id': '2749540'}",,,2024-04-17T16:28:56+0300,2024-04-17T16:28:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=96733872,,,https://api.hh.ru/vacancies/96733872?host=hh.ru,https://hh.ru/vacancy/96733872,[],"{'id': '553700', 'name': 'HARTUNG', 'url': 'https://api.hh.ru/employers/553700', 'alternate_url': 'https://hh.ru/employer/553700', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/671821.png', '240': 'https://img.hhcdn.ru/employer-logo/3128417.png', '90': 'https://img.hhcdn.ru/employer-logo/3128416.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=553700', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Умение собирать <highlighttext>Python</highlighttext> библиотеки из исходного кода. Знание синтаксиса, алгоритмов, принципов, основных библиотек, типов данных языка <highlighttext>Python</highlighttext>. Умение работать с...', 'responsibility': 'Работа с системой контроля версий на базе Git. Участие в <highlighttext>разработке</highlighttext> архитектурных решений и логики работы систем. Работа в команде...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
95223645,False,Data Scientist (Junior/Middle),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-17T16:42:46+0300,2024-04-17T16:42:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95223645,,,https://api.hh.ru/vacancies/95223645?host=hh.ru,https://hh.ru/vacancy/95223645,[],"{'id': '5569859', 'name': 'ARK', 'url': 'https://api.hh.ru/employers/5569859', 'alternate_url': 'https://hh.ru/employer/5569859', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1132754.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6151605.png', '240': 'https://img.hhcdn.ru/employer-logo/6151606.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5569859', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Английский: upper-intermediate и выше. Tools: увереннные знание <highlighttext>Python</highlighttext>; уверенные знания Excel and PowerPoint. Хорошие коммуникативные навыки, аналитичесикие способности, ориентированность...', 'responsibility': 'Анализ больших данных с помощью регрессионных моделей, A-B тестирования, решения задач кластеризации. Создание excel отчетов. Участие в подготовке презентаций...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
91325955,False,Backend-тестировщик-программист (Python),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-17T17:13:02+0300,2024-04-17T17:13:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=91325955,,,https://api.hh.ru/vacancies/91325955?host=hh.ru,https://hh.ru/vacancy/91325955,[],"{'id': '4576177', 'name': 'Ритм', 'url': 'https://api.hh.ru/employers/4576177', 'alternate_url': 'https://hh.ru/employer/4576177', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/895920.png', '90': 'https://img.hhcdn.ru/employer-logo/4024367.png', '240': 'https://img.hhcdn.ru/employer-logo/4024368.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4576177', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы тестировщиком от 1 года. Работали со Swagger. Знание <highlighttext>Python</highlighttext> на уровне <highlighttext>Junior</highlighttext> для написание тестов. Опыт тестирования REST...', 'responsibility': 'Написание интеграционных тестов на API методы; (Swagger). Взаимодействовать с командой <highlighttext>разработки</highlighttext>. Составление тестовой документации: тест-кейсы, тест-планы, чек-листы. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
95069100,False,Junior Data Engineer,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Бутырская улица', 'building': None, 'lat': 55.800134, 'lng': 37.583778, 'description': None, 'raw': 'Москва, Бутырская улица', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.685', 'line_id': '97', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'МЦД-1', 'station_id': '131.699', 'line_id': '131', 'lat': 55.793936, 'lng': 37.587038}], 'id': '6172512'}",,,2024-04-16T13:19:49+0300,2024-04-16T13:19:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95069100,,,https://api.hh.ru/vacancies/95069100?host=hh.ru,https://hh.ru/vacancy/95069100,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://img.hhcdn.ru/employer-logo/5632516.png', '240': 'https://img.hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы Data Engineer или на аналогичной вакансии 1 год. Владение SQL и <highlighttext>Python</highlighttext>. Знания английского языка достаточные для чтения...', 'responsibility': '<highlighttext>Разработкой</highlighttext> и поддержкой ETL процессов. <highlighttext>Разработкой</highlighttext> и поддержкой инструментария для создания ETL процессов. Написанием инструментов автоматизации текущей деятельности.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '160', 'name': 'DevOps-инженер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
95845470,False,Junior Quantitative Researcher,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 250000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Серпуховско-Тимирязевская линия', 'building': 'метро Полянка', 'lat': 55.736904, 'lng': 37.618695, 'description': None, 'raw': 'Москва, Серпуховско-Тимирязевская линия, метро Полянка', 'metro': None, 'metro_stations': [], 'id': '12373018'}",,,2024-04-18T20:40:01+0300,2024-04-18T20:40:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95845470,,,https://api.hh.ru/vacancies/95845470?host=hh.ru,https://hh.ru/vacancy/95845470,[],"{'id': '8893124', 'name': 'Актив Матрикс', 'url': 'https://api.hh.ru/employers/8893124', 'alternate_url': 'https://hh.ru/employer/8893124', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5484585.png', '90': 'https://img.hhcdn.ru/employer-logo/5484584.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/966536.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8893124', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Имеет практический опыт в анализе данных на <highlighttext>python</highlighttext> (numpy, pandas, scikit-learn etc) . Понимает принципы работы основных методов машинного обучения. ', 'responsibility': 'Www.activmatrix.com - небольшая команда квантов и <highlighttext>программистов</highlighttext> из Москвы, работающая в тесном сотрудничестве с QST Financial. компания с офисом в Лимассоле...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,
